x-coords		 y-coords		 z-coords
2.294673627049265		5.003934080845663		0.08333333333333333
2.303390363243573		5.021410235924652		0.08333333333333333
2.3122571842512176		5.03453094187089		0.08333333333333333
2.3212630383112893		5.0443267596855375		0.08333333333333333
2.330333914801472		5.051586910188235		0.08333333333333333
2.3393649659885436		5.056957238666609		0.08333333333333333
2.348279288134777		5.0609863697873605		0.08333333333333333
2.357052213514404		5.0641105270333995		0.08333333333333333
2.365696851770236		5.066662026064152		0.08333333333333333
2.374242087506056		5.0688714063386895		0.08333333333333333
2.3827186137564955		5.07089704941504		0.08333333333333333
2.391153025785834		5.072830147916326		0.08333333333333333
2.399566124581562		5.074731621735145		0.08333333333333333
2.4079730884545496		5.076623106028901		0.08333333333333333
2.4163843074479847		5.078505435780883		0.08333333333333333
2.4248062862353694		5.080371948426228		0.08333333333333333
2.433242552243942		5.082200682188303		0.08333333333333333
2.441694345772219		5.083969473475488		0.08333333333333333
2.4501613534069033		5.085654544244873		0.08333333333333333
2.458642020718626		5.0872341249996555		0.08333333333333333
2.4671339641245247		5.088687860010212		0.08333333333333333
2.4756343600492423		5.0900006543526155		0.08333333333333333
2.4841400128020688		5.091162525649988		0.08333333333333333
2.4926477650930723		5.092169445198324		0.08333333333333333
2.501154548579675		5.093021418325292		0.08333333333333333
2.5096576220852653		5.093721450463645		0.08333333333333333
2.518154618260512		5.094276088817813		0.08333333333333333
2.5266436686482363		5.094701827289453		0.08333333333333333
2.5351234759301624		5.0950043188998935		0.08333333333333333
2.543593195031325		5.095206133882987		0.08333333333333333
2.5520524427039057		5.095314649641545		0.08333333333333333
2.5605013876265144		5.095350956401038		0.08333333333333333
2.568940516315934		5.095329465401734		0.08333333333333333
2.5773705898845125		5.095258963336477		0.08333333333333333
2.5857927197918227		5.095158171941134		0.08333333333333333
2.5942081172367066		5.095035643233709		0.08333333333333333
2.6026181377395083		5.094898742865461		0.08333333333333333
2.6110242262230656		5.0947552281677995		0.08333333333333333
2.6194278515699705		5.094611919148681		0.08333333333333333
2.6278303269145837		5.094464696003766		0.08333333333333333
2.636232957062059		5.094322864316421		0.08333333333333333
2.6446369946603765		5.094181679189135		0.08333333333333333
2.6530433546938013		5.094033777807401		0.08333333333333333
2.661452924629871		5.093882120280134		0.08333333333333333
2.669866340964187		5.0937172508929125		0.08333333333333333
2.678284007263396		5.09353458064718		0.08333333333333333
2.6867062275164275		5.09333076206973		0.08333333333333333
2.6951329629345975		5.0930927729414215		0.08333333333333333
2.703564130747298		5.092819831313206		0.08333333333333333
2.7119993057902825		5.092499105297809		0.08333333333333333
2.7204380472561662		5.092134766286928		0.08333333333333333
2.7288797508241687		5.091712580046668		0.08333333333333333
2.7373236464810695		5.091235022298814		0.08333333333333333
2.7457689062498		5.090694622104224		0.08333333333333333
2.754214753961394		5.090092480369952		0.08333333333333333
2.762660270536943		5.089428495331471		0.08333333333333333
2.7711046654345988		5.088703251109202		0.08333333333333333
2.7795470351769698		5.087919644747319		0.08333333333333333
2.787986728090763		5.087083148430093		0.08333333333333333
2.79642303278669		5.086192161354724		0.08333333333333333
2.8048554886718735		5.085255585831418		0.08333333333333333
2.8132836301290585		5.084281611899308		0.08333333333333333
2.8217072009553585		5.08327299421128		0.08333333333333333
2.830126077986315		5.082237515564561		0.08333333333333333
2.8385402757796188		5.081191261151466		0.08333333333333333
2.8469499272708965		5.080123601471461		0.08333333333333333
2.85535543356658		5.0790526948570704		0.08333333333333333
