x-coords		 Ea		 Ev		 Ep		 Etau		 Ek		 Anergy		 Exergy		 Cd total
2.307407407407408		0.014658382739977601		0.038039469302673025		-0.05219452546645409		-0.007144478735272696		0.052697852042650616		0.0		-0.006641152159076169		-0.006641152159076169
2.314814814814815		0.011463968581028328		0.040413192711802395		-0.06758353095628326		-0.007708770180518212		0.05187716129283072		0.000913965157074838		-0.023415139843970756		-0.02250117468689592
2.322222222222223		0.00914939897442761		0.041178911812662866		-0.07992300308882597		-0.0073591021334460825		0.05032831078709048		0.0018870599731972667		-0.03695379443518157		-0.0350667344619843
2.32962962962963		0.007826369905768104		0.04125046562130154		-0.07238540959009862		-0.006753838961156868		0.049076835527069644		0.0029159809614995365		-0.03006241302418584		-0.027146432062686306
2.337037037037038		0.007071684944450696		0.041062152697984786		-0.05953977361088691		-0.006260764496854144		0.04813383764243549		0.004064078278257511		-0.017666700465305562		-0.013602622187048052
2.344444444444445		0.006677700502540424		0.040487559697904935		-0.04707889401899805		-0.005914740359349527		0.04716526020044536		0.005314193908419303		-0.005828374177902219		-0.0005141802694829153
2.351851851851852		0.006555168467637579		0.039819454686696995		-0.03806143524093452		-0.0055657447482097		0.04637462315433458		0.006627636108842886		0.0027474431651903536		0.00937507927403324
2.35925925925926		0.006540200036287736		0.03893912195204821		-0.026161776914655363		-0.005350143650891134		0.045479321988335944		0.00794555175137424		0.013967401422789447		0.021912953174163686
2.366666666666667		0.0067391683689025424		0.037834939660607816		-0.020136818140451502		-0.005058563315289573		0.044574108029510354		0.009271737032490004		0.019378726573769278		0.02865046360625928
2.3740740740740742		0.007142691289897543		0.036716345849001554		-0.008934092053260314		-0.004699851133061352		0.0438590371388991		0.010579665440171098		0.030225093952577435		0.04080475939274853
2.381481481481482		0.007600637978096632		0.035575229901651594		-0.002348387422045357		-0.004474277031885901		0.043175867879748225		0.011859413122720304		0.036353203425816966		0.04821261654853727
2.3888888888888893		0.00807048288172556		0.03439249736004637		0.004574004119829025		-0.0043082092851768165		0.042462980241771926		0.013119445522377727		0.042728775076424134		0.05584822059880186
2.3962962962962964		0.00853419678796867		0.03316099454342768		0.011071630222359926		-0.004159278012502943		0.04169519133139635		0.01434901705491926		0.04860754354125333		0.06295656059617259
2.4037037037037043		0.009107688456292546		0.03184560789111321		0.017481072714506746		-0.003941924672952224		0.04095329634740576		0.015548995648515937		0.05449244438896028		0.07004144003747621
2.4111111111111114		0.009720925442196555		0.03056692825060392		0.024768778934128634		-0.003677839569355768		0.04028785369280048		0.016717212126164036		0.061378793057573336		0.07809600518373737
2.4185185185185194		0.010294419860519764		0.029251237899461543		0.028571161319230303		-0.0035122878675235003		0.03954565775998131		0.017861788111146453		0.0646045312116881		0.08246631932283456
2.4259259259259265		0.010979023518412382		0.027967402638298066		0.0357542233387225		-0.003257214671029808		0.03894642615671045		0.01898151869406703		0.07144343482440314		0.09042495351847017
2.4333333333333336		0.011665606484855921		0.026719602568263823		0.04040837796743294		-0.0030401611798793766		0.03838520905311975		0.020062674679550203		0.07575342584067331		0.09581610052022352
2.4407407407407415		0.012323420358496519		0.025522393845733765		0.04336642152836537		-0.00287715767992009		0.037845814204230284		0.02111394879220047		0.07833507805267555		0.09944902684487603
2.4481481481481486		0.012961886769863812		0.0243574190883694		0.047549520502628194		-0.0027452968314984434		0.03731930585823321		0.022131658297559326		0.08212352952936296		0.10425518782692228
2.4555555555555557		0.01355795512662684		0.023233449868326473		0.049486345389603406		-0.0026202074106578257		0.036791404994953314		0.023116216342481136		0.0836575429738989		0.10677375931638003
2.4629629629629637		0.014137608342076233		0.02213365662702563		0.05281467500158934		-0.0025071945581209977		0.036271264969101866		0.024071267765662076		0.0865787454125702		0.11065001317823227
2.4703703703703708		0.014660991665403219		0.021066900111782326		0.054424529268363546		-0.0023840782904283467		0.03572789177718554		0.025000427408829573		0.08776834275512074		0.11276877016395033
2.477777777777778		0.015208740595173516		0.02001904121151698		0.057290807609748466		-0.0022576645320759522		0.0352277818066905		0.025907510535330237		0.09026092488436302		0.11616843541969324
2.485185185185186		0.01582021604555322		0.01901452098395437		0.05874153069469239		-0.002063953480874214		0.03483473702950758		0.026789924117999686		0.09151231424332576		0.11830223836132543
2.492592592592593		0.01634833291853507		0.018051505181491376		0.059527507552115076		-0.0019395954077156845		0.03439983810002644		0.02764913817303912		0.09198775024442583		0.11963688841746495
2.500000000000001		0.016858864722420843		0.017125731112493443		0.06145834725206913		-0.0018369414801611748		0.03398459583491429		0.028489142143772333		0.09360600160682225		0.12209514375059456
2.507407407407408		0.017371353274781214		0.01623772687467415		0.06252724225215611		-0.0017178396059456364		0.03360908014945537		0.029306921955445278		0.09441848279566585		0.12372540475111113
2.514814814814815		0.017840738263971666		0.015388704656804005		0.06316035861065449		-0.0016073223580021492		0.03322944292077567		0.030102619953500883		0.09478247917342801		0.12488509912692888
2.522222222222223		0.018313791364675053		0.014575285233697591		0.06449992602715586		-0.001508884436678115		0.032889076598372646		0.03087763135944964		0.09588011818885041		0.12675774954830005
2.52962962962963		0.0187717019143427		0.013800567258661894		0.06516838499207496		-0.0013963307289168484		0.03257226917300459		0.03163199315380394		0.09634432343616268		0.1279763165899666
2.537037037037037		0.01915292327958054		0.013059568551577683		0.06540279794075649		-0.0013282619215901304		0.03221249183115822		0.032368386383525675		0.09628702785032457		0.12865541423385024
2.544444444444445		0.019575932301420927		0.012351197548669746		0.06652187499861636		-0.0012354407519411148		0.03192712985009067		0.0330875678782191		0.09721356409676592		0.130301131974985
