x_coords	p_chord
2.294673627049265	0.4446478040957607
2.303390363243573	0.30224653495517256
2.3122571842512176	0.05137751411896911
2.3212630383112893	-0.009159503718468881
2.330333914801472	-0.10274311456657183
2.3393649659885436	-0.11782911415256632
2.348279288134777	-0.1582426241429635
2.357052213514404	-0.18020704272038268
2.365696851770236	-0.1923629026652108
2.374242087506056	-0.21411523281875394
2.3827186137564955	-0.2395864360003723
2.391153025785834	-0.25262796922949393
2.399566124581562	-0.25647625735043816
2.4079730884545496	-0.27044726732577173
2.4163843074479847	-0.2714885571717998
2.4248062862353694	-0.2722257475347747
2.433242552243942	-0.27138453014381864
2.441694345772219	-0.277102733745455
2.4501613534069033	-0.27864977197352
2.458642020718626	-0.28231764824777245
2.4671339641245247	-0.28677128994099693
2.4756343600492423	-0.2856398077984682
2.4841400128020688	-0.2864882286051242
2.4926477650930723	-0.28934634930005043
2.501154548579675	-0.2893224644006715
2.5096576220852653	-0.28916644815874104
2.518154618260512	-0.2851473061059398
2.5266436686482363	-0.28482998336863724
2.5351234759301624	-0.284579087084917
2.543593195031325	-0.2810831360325763
2.5520524427039057	-0.2775051128429168
2.5605013876265144	-0.2780238669155827
2.568940516315934	-0.275539243466018
2.5773705898845125	-0.27330034831355193
2.5857927197918227	-0.2708767641262205
2.5942081172367066	-0.2683842275963142
2.6026181377395083	-0.26593292174962535
2.6110242262230656	-0.26359873184733074
2.6194278515699705	-0.259335215873401
2.6278303269145837	-0.25744321901845424
2.636232957062059	-0.255648923522108
2.6446369946603765	-0.25422306367426073
2.6530433546938013	-0.2526277605529308
2.661452924629871	-0.2504471229618206
2.669866340964187	-0.246775948801721
2.678284007263396	-0.24281560457817497
2.6867062275164275	-0.24072266092788852
2.6951329629345975	-0.23746087030317797
2.703564130747298	-0.23535224308682767
2.7119993057902825	-0.23433539205122403
2.7204380472561662	-0.23211216473969468
2.7288797508241687	-0.2296889056930643
2.7373236464810695	-0.2242987874076847
2.7457689062498	-0.22272136727386216
2.754214753961394	-0.22055892206362943
2.762660270536943	-0.21824439137824345
2.7711046654345988	-0.21614158117706786
2.7795470351769698	-0.21380317325727227
2.787986728090763	-0.21149275473996335
2.79642303278669	-0.20702288032435331
2.8048554886718735	-0.20513296317733573
2.8132836301290585	-0.20288929732358135
2.8217072009553585	-0.2009039665646436
2.830126077986315	-0.19941221680638377
2.8385402757796188	-0.19618084214048417
2.8469499272708965	-0.19433167405824547
2.85535543356658	-0.19214357185036096
2.8637570978061753	-0.188690676676725
2.8721555310997546	-0.18651332653029967
2.8805514000967567	-0.18423919404631878
2.888945463526401	-0.18254327517538615
2.897338505859223	-0.1807762655000445
2.905731353289971	-0.17847320529793267
2.9141249838237813	-0.1772691429369145
2.922520054864638	-0.17292152372200617
2.930917571164409	-0.1714430649313146
2.939318147510826	-0.1697491257991498
2.947722440968122	-0.16775963072304026
2.9561309449415227	-0.16597544248542373
2.9645440415450435	-0.16415720168831582
2.9729618108065505	-0.1627513539756059
2.9813843287593156	-0.16091568466709183
2.98981130202958	-0.15739885453161284
2.998242293061792	-0.1556924464815567
3.006676796311565	-0.15400036818030508
3.0151139258809803	-0.15279086476902334
3.02355276987628	-0.15117223624891313
3.0319922669254162	-0.1496237026842061
3.0404312119739694	-0.14797762214025353
3.0488683562761123	-0.14480204155603352
3.0573025582852695	-0.1434010860084906
3.0657325623268985	-0.1418805005271269
3.07415736542155	-0.1403949827146206
3.082576076479554	-0.138856844062559
3.090987963979953	-0.13742470389068084
3.099392632895723	-0.13600362838571192
3.107790078142564	-0.13326338531046794
3.116180540212725	-0.13187653596921375
3.1245648373121786	-0.13053946012039427
3.132944056192848	-0.12922017902180047
3.14132004926467	-0.1279184040599313
3.1496949660836315	-0.12663480962245788
3.1580715373196333	-0.12535705205082096
3.166452842873793	-0.12410856997863706
3.1748421296512483	-0.12169419785361248
3.1832427082929033	-0.12050094907688852
3.191657836519778	-0.11933205819715209
3.2000898890585696	-0.11816665295740549
3.2085404533085553	-0.1170009628188386
3.217009377631826	-0.11585036299068863
3.225494270554252	-0.11474289391414748
3.2339902061616863	-0.11263109188564832
3.242488212416174	-0.11149125985882544
3.2509752431565837	-0.11041245582519157
3.2594331112019796	-0.10938666293214708
3.2678365007895676	-0.10839502303876297
3.2761504211406147	-0.10729761822157391
3.284324595124335	-0.10636085741664943
3.292286668183104	-0.1050006286904821
3.299942977359229	-0.10421667689018499
