x_coords	p_chord
2.294673627049265	0.4446478040957607
2.308524639563835	0.06212729235038941
2.3171953964498146	0.10224444856127667
2.325860170244491	-0.07020368200513583
2.334502246741164	-0.10269916744152215
2.343110753511295	-0.1334040127282273
2.3516808821986754	-0.1363924074601232
2.3602126378242874	-0.19449768809131274
2.3687091315611224	-0.217136708692691
2.3771750709962527	-0.23996244829039065
2.385615669267882	-0.23225551769732666
2.394035968126237	-0.22772529819523643
2.4024404750940054	-0.23011313973589792
2.4108330003200895	-0.26907920627456944
2.4192166581441295	-0.2800866745558405
2.427593874831409	-0.279938695848896
2.43596648242756	-0.2817229543174209
2.444335796443359	-0.2846400722157673
2.45270270779067	-0.28828085121229846
2.4610677792295266	-0.2953148468026852
2.4694312949825648	-0.29713138273453127
2.4777933491557755	-0.2881216312314446
2.486153897680991	-0.2803328412333576
2.4945128071403158	-0.2769588213338543
2.502869885698864	-0.271804048865435
2.511224931724318	-0.26718188639590773
2.519577754155627	-0.26434592877460783
2.527928176869417	-0.27991216663327206
2.5362760716197443	-0.2845297394967395
2.5446213506016955	-0.27729276465814146
2.5529639789165928	-0.28144212130757523
2.5613039771527037	-0.28102227879473035
2.569641404980061	-0.2778042828797125
2.577976365083522	-0.27594619528813175
2.5863090150190966	-0.2730542373223707
2.594639517268667	-0.270786761713487
2.6029680867869627	-0.2682565202859255
2.6112949241770305	-0.2638479628701405
2.619620263690146	-0.26189616354021916
2.627944323886688	-0.25994820313412703
2.636267329301631	-0.258457588026537
2.6445894861058723	-0.2569312940917291
2.652910987358502	-0.25567891026455647
2.6612320032662735	-0.25411110448844826
2.6695526791617237	-0.24968405810396746
2.6778731401430513	-0.24751388129645094
2.686193479693548	-0.24658950881198508
2.694513764624132	-0.23921527443875404
2.7028340313266415	-0.23513786697478417
2.711154290399425	-0.23151944921055584
2.719474536343795	-0.22877468098047962
2.7277947325033978	-0.22618597354775466
2.7361148242280304	-0.2238792104038058
2.7444347362165527	-0.22108906700565334
2.752754405006285	-0.21706785689512614
2.7610737226245674	-0.21608110075552672
2.769392613771353	-0.21372631337084314
2.7777109736620025	-0.21341807728892404
2.78602870897508	-0.21117311941574268
2.794345743603837	-0.20949473715435854
2.8026620092834578	-0.20749588733100668
2.8109774366865476	-0.20427605198492935
2.819291983563384	-0.20117610813030137
2.827605619895772	-0.20060119195084963
2.835918352620202	-0.196228881929784
2.8442301694496046	-0.1956228525868942
2.8525411080434595	-0.19279560186441191
2.860851222764496	-0.19092307074328763
2.869160575053732	-0.19010810863268673
2.8774692459415103	-0.1879827944864752
2.885777324327493	-0.18205213691400274
2.8940849334333647	-0.1798302927297173
2.9023921845951275	-0.17761343842270294
2.910699181706236	-0.17530765706437323
2.9190060795623047	-0.17405024744542924
2.92731296564574	-0.17204103107296714
2.935619997539493	-0.17073915961681882
2.943927241640432	-0.16994320949128464
2.952234823771345	-0.16611030674708852
2.9605427931796955	-0.16427685489414773
2.968851223984213	-0.16335421639023137
2.977160142730827	-0.1613107527949409
2.9854695759726586	-0.1598137541477312
2.993779489534963	-0.1578603366542209
3.0020898560552687	-0.15653099554545769
3.010400590171552	-0.15416246861955835
3.0187116232465865	-0.15057824288595695
3.027022834391707	-0.1490605941826562
3.035334076132247	-0.14731306036098782
3.043645232602736	-0.14608973963384905
3.051956130288389	-0.14482173911302357
3.0602666184460006	-0.14329499428346207
3.0685765380487497	-0.14186246496035296
3.0768857716903746	-0.14035814449646197
3.085194175297362	-0.13751497765216014
3.0935016843641994	-0.13612942901938338
3.1018082408225403	-0.13482641981540233
3.1101138119204412	-0.13328840050208066
3.1184184952575613	-0.1318807906601195
3.126722366839233	-0.13037339920676264
3.1350255940208096	-0.12910246934815992
3.1433284382639535	-0.12773316010697983
3.1516311806938235	-0.1265293241653236
3.159934186920136	-0.12411592382360791
3.1682378573052556	-0.12291491697499177
3.1765426404714874	-0.12169226422010114
3.1848489589435154	-0.12048902334413014
3.193157264160594	-0.11930345563338426
3.2014678598125843	-0.11813429501574672
3.209780997254362	-0.11693871929359276
3.2180966526086268	-0.11585014643014419
3.2264146024553555	-0.11379551455729967
3.2347341993529235	-0.11258280299191947
3.243054323065233	-0.1114874545753625
3.251373198142724	-0.110440178841168
3.2596882768932196	-0.1093706226093624
3.2679960414534466	-0.1082880744488147
3.276291720732779	-0.10729656469143459
3.2845690218988435	-0.1062765085699404
3.2928196946211044	-0.10425201846836293
3.301032993043436	-0.10352625734157166
