x_coords	p_chord
2.294673627049265	0.44464677368983935
2.303390363243573	0.2701873278653264
2.3122571842512176	0.1141217043013385
2.3212630383112893	0.03330228465562871
2.330333914801472	-0.059587567916326065
2.3393649659885436	-0.07291479021965674
2.348279288134777	-0.11463767254853502
2.357052213514404	-0.1370295470208407
2.365696851770236	-0.14971254932325798
2.374242087506056	-0.17305087639913352
2.3827186137564955	-0.20032175148309075
2.391153025785834	-0.21457928102229243
2.399566124581562	-0.21912638410977567
2.4079730884545496	-0.23466957449171452
2.4163843074479847	-0.23654022650564135
2.4248062862353694	-0.23806207135225063
2.433242552243942	-0.2380137087512378
2.441694345772219	-0.24598963724272613
2.4501613534069033	-0.24811133695588108
2.458642020718626	-0.2531502563604599
2.4671339641245247	-0.25789597826030336
2.4756343600492423	-0.2569701205245759
2.4841400128020688	-0.25854594433590117
2.4926477650930723	-0.26252064463490615
2.501154548579675	-0.2625120017913015
2.5096576220852653	-0.2627808576439933
2.518154618260512	-0.2584896489130842
2.5266436686482363	-0.2583252410325261
2.5351234759301624	-0.2581698477593799
2.543593195031325	-0.2551037576260922
2.5520524427039057	-0.25609428368772397
2.5605013876265144	-0.2537676873245468
2.568940516315934	-0.2511816391812146
2.5773705898845125	-0.24853345234401225
2.5857927197918227	-0.24614042974400466
2.5942081172367066	-0.2431838476457025
2.6026181377395083	-0.24088465586575017
2.6110242262230656	-0.238226775834736
2.6194278515699705	-0.23378590539237246
2.6278303269145837	-0.23192526094561733
2.636232957062059	-0.22991543749435078
2.6446369946603765	-0.22850565050792215
2.6530433546938013	-0.22675014962721998
2.661452924629871	-0.22460944924229354
2.669866340964187	-0.22077354373994657
2.678284007263396	-0.21665193948747757
2.6867062275164275	-0.2144905499849001
2.6951329629345975	-0.2111647495340654
2.703564130747298	-0.20894108241272874
2.7119993057902825	-0.2079052222743858
2.7204380472561662	-0.20561237607501842
2.7288797508241687	-0.203112731861855
2.7373236464810695	-0.1975741971193221
2.7457689062498	-0.1959291897258281
2.754214753961394	-0.19379707454073333
2.762660270536943	-0.1914426181659046
2.7711046654345988	-0.18918726078118792
2.7795470351769698	-0.18688416794570242
2.787986728090763	-0.1844725375888784
2.79642303278669	-0.18000518312151156
2.8048554886718735	-0.1780602417809915
2.8132836301290585	-0.17572366099582595
2.8217072009553585	-0.1737174961724669
2.830126077986315	-0.1718674206079147
2.8385402757796188	-0.16916223364092034
2.8469499272708965	-0.16818081556179462
2.85535543356658	-0.16514882066814246
2.8637570978061753	-0.16148396565084622
2.8721555310997546	-0.15936618253664478
2.8805514000967567	-0.15682357039083625
2.888945463526401	-0.15554831474542874
2.897338505859223	-0.1531962420063237
2.905731353289971	-0.15111574737433808
2.9141249838237813	-0.1498594886506253
2.922520054864638	-0.14546942266015583
2.930917571164409	-0.14399394724515938
2.939318147510826	-0.14225823762029868
2.947722440968122	-0.14025395738926766
2.9561309449415227	-0.13843358595903596
2.9645440415450435	-0.136584363261737
2.9729618108065505	-0.1351428454148403
2.9813843287593156	-0.13329620558948302
2.98981130202958	-0.12979717240133257
2.998242293061792	-0.12811502449130924
3.006676796311565	-0.12645728593783087
3.0151139258809803	-0.12524643975781405
3.02355276987628	-0.12363753194315323
3.0319922669254162	-0.12209110809470873
3.0404312119739694	-0.12045697058368016
3.0488683562761123	-0.11730164953518686
3.0573025582852695	-0.11590812754245988
3.0657325623268985	-0.11440401182958487
3.07415736542155	-0.11293600038808846
3.082576076479554	-0.11142328220486505
3.090987963979953	-0.11000564342353643
3.099392632895723	-0.10860978811139477
3.107790078142564	-0.1058898630225098
3.116180540212725	-0.1045280793601726
3.1245648373121786	-0.10320427554761796
3.132944056192848	-0.10189879964106603
3.14132004926467	-0.10061589575850334
3.1496949660836315	-0.09934619519842665
3.1580715373196333	-0.09806696500827192
3.166452842873793	-0.09683230670774132
3.1748421296512483	-0.0944572130097999
3.1832427082929033	-0.09327844176618202
3.191657836519778	-0.0921153008542888
3.2000898890585696	-0.09096637157493184
3.2085404533085553	-0.08983345801462306
3.217009377631826	-0.0887108976497877
3.225494270554252	-0.0875870519619564
3.2339902061616863	-0.08545285872977124
3.242488212416174	-0.0843632807093472
3.2509752431565837	-0.08334545512565197
3.2594331112019796	-0.08231787283272018
3.2678365007895676	-0.08131970687153657
3.2761504211406147	-0.08024532697167365
3.284324595124335	-0.07926165711195274
3.292286668183104	-0.07795353644451768
3.299942977359229	-0.07705222188443286
